sgRNA	Gene	Diff	Lower	Upper
EIF2AK4_+_40226372.23-P1P2	EIF2AK4	2712	6890	1535
EIF2AK4_+_40226377.23-P1P2	EIF2AK4	2222	5387	4582
EIF2AK4_+_40226656.23-P1P2	EIF2AK4	1370	1	1
EIF2AK4_-_40226368.23-P1P2	EIF2AK4	960	2244	2
ELANE_+_852322.23-P1P2	ELANE	1134	2	0
ELANE_+_852365.23-P1P2	ELANE	1434	2455	1
ELANE_+_852646.23-P1P2	ELANE	5212	1637	2513
ELANE_-_853519.23-P1P2	ELANE	2206	6	3598
ELOVL4_-_80656842.23-P1P2	ELOVL4	2690	2258	2
ELOVL4_-_80657202.23-P1P2	ELOVL4	1238	2	1037
ELOVL4_-_80657225.23-P1P2	ELOVL4	139	0	0
ELSPBP1_+_48497906.23-P1P2	ELSPBP1	1057	6035	57
ELSPBP1_+_48497995.23-P1P2	ELSPBP1	1136	0	0
ELSPBP1_+_48498343.23-P1P2	ELSPBP1	4804	1	5
ELSPBP1_-_48498155.23-P1P2	ELSPBP1	1304	4	3771
EN2_+_155251468.23-P1P2	EN2	6281	4279	1319
EN2_-_155251027.23-P1P2	EN2	1327	2	366
EN2_-_155251032.23-P1P2	EN2	838	0	0
EN2_-_155251054.23-P1P2	EN2	1156	1	1395
ENO3_+_4851652.23-P2	ENO3	4008	2	1494
ENO3_+_4854429.23-P1	ENO3	1552	1	0
ENO3_-_4851690.23-P2	ENO3	1549	8089	4
ENO3_-_4851904.23-P2	ENO3	1039	6069	2627
ENO3_-_4852067.23-P2	ENO3	2668	2	1637
ENO3_-_4854442.23-P1	ENO3	2048	2420	1804
ENO3_-_4854477.23-P1	ENO3	2991	2516	3
ENO3_-_4854481.23-P1	ENO3	2888	0	852
ENOPH1_+_83351734.23-P1P2	ENOPH1	3641	1450	1890
ENOPH1_-_83351791.23-P1P2	ENOPH1	2708	1	0
ENOPH1_-_83352157.23-P1P2	ENOPH1	443	1	3003
ENPEP_+_111397849.23-P1P2	ENPEP	1582	0	0
ENPEP_-_111397397.23-P1P2	ENPEP	6553	2	1587
ENPP1_+_132129566.23-P1P2	ENPP1	1246	3	3814
ENPP1_-_132129531.23-P1P2	ENPP1	231	5	6615
ENPP2_+_120650962.23-P1P2	ENPP2	2822	1	1
ENPP2_+_120651062.23-P1P2	ENPP2	3506	2315	2110
ENPP2_-_120651026.23-P1P2	ENPP2	3115	1	1129
ENPP2_-_120651034.23-P1P2	ENPP2	1327	0	1
ENPP3_+_131949691.23-P2	ENPP3	1086	1	3156
ENPP3_+_131958457.23-P1	ENPP3	616	0	0
ENPP3_+_131958835.23-P1	ENPP3	676	5249	2087
ENPP3_-_131949650.23-P2	ENPP3	4161	2	3482
ENPP3_-_131958476.23-P1	ENPP3	1010	0	1973
ENPP3_-_131958520.23-P1	ENPP3	848	2324	2300
EPHA10_+_38230362.23-P2	EPHA10	1580	5236	1538
EPHA10_+_38230376.23-P2	EPHA10	1104	8456	1235
EPHA10_-_38218850.23-P1	EPHA10	3704	7231	5325
EPHA10_-_38218883.23-P1	EPHA10	1165	0	1
EPHA10_-_38218906.23-P1	EPHA10	1987	0	0
EPHA10_-_38230767.23-P2	EPHA10	3050	6	3968
EPHA10_-_38230770.23-P2	EPHA10	2629	6799	1565
EPHA1_+_143105889.23-P1P2	EPHA1	2474	2593	1101
EPHA1_-_143105513.23-P1P2	EPHA1	958	6014	5
EPHA1_-_143105934.23-P1P2	EPHA1	2516	5475	2
EPHA2_+_16482099.23-P1P2	EPHA2	634	0	0
EPHA2_+_16482142.23-P1P2	EPHA2	1512	0	0
EPHA2_+_16482159.23-P1P2	EPHA2	3117	4	3003
EPHA2_-_16482174.23-P1P2	EPHA2	7539	3	765
EPHA3_+_89156833.23-P1P2	EPHA3	5394	1	2
EPHA3_+_89157018.23-P1P2	EPHA3	1384	2	1785
EPHA3_-_89156849.23-P1P2	EPHA3	996	1874	1056
EPHA4_+_222436584.23-P1P2	EPHA4	2659	4	3359
EPHA4_+_222436959.23-P1P2	EPHA4	3325	2	180
EPHA4_+_222436964.23-P1P2	EPHA4	2464	7537	1726
EPHA4_+_222436980.23-P1P2	EPHA4	731	0	2
EPHA4_+_222436995.23-P1P2	EPHA4	1540	0	1
EPHA5_+_66536184.23-P1P2	EPHA5	1047	1	2
EPHA5_-_66535727.23-P1P2	EPHA5	2204	1	1317
EPHA5_-_66535737.23-P1P2	EPHA5	1476	2332	502
EPHA5_-_66535745.23-P1P2	EPHA5	902	3	4552
EPHA6_+_96533426.23-P1P2	EPHA6	2381	0	1
EPHA6_-_96533463.23-P1P2	EPHA6	2552	1	0
EPHA6_-_96533466.23-P1P2	EPHA6	7688	5429	6432
EPHA7_+_94128782.23-P1P2	EPHA7	2138	3	2
EPHA7_+_94128885.23-P1P2	EPHA7	1545	1	1
EPHA7_+_94129220.23-P1P2	EPHA7	1097	2	1
EPHA7_-_94128832.23-P1P2	EPHA7	2500	2	3767
EPHA8_+_22889976.23-P1P2	EPHA8	1913	4	3667
EPHA8_+_22889995.23-P1P2	EPHA8	1539	0	0
EPHA8_+_22890006.23-P1P2	EPHA8	1203	239	1254
EPHA8_-_22890011.23-P1P2	EPHA8	1289	7895	6594
EPHA8_-_22890387.23-P1P2	EPHA8	2202	2	2
EPHB1_+_134514121.23-P1P2	EPHB1	521	2400	4
EPHB1_-_134514128.23-P1P2	EPHB1	2309	4997	3178
EPHB1_-_134514518.23-P1P2	EPHB1	2324	1	4885
EPHB1_-_134514558.23-P1P2	EPHB1	2952	2	2606
EPHB2_+_23037514.23-P1P2	EPHB2	3938	2234	1368
EPHB2_-_23037351.23-P1P2	EPHB2	2607	0	0
EPHB2_-_23037753.23-P1P2	EPHB2	2944	5320	2
EPHB2_-_23037808.23-P1P2	EPHB2	1256	3910	6
EPHB3_+_184280015.23-P1P2	EPHB3	4078	3216	4
EPHB3_-_184279954.23-P1P2	EPHB3	5435	4497	1756
EPHB4_+_100424757.23-P1P2	EPHB4	2971	6472	3253
EPHB4_-_100424673.23-P1P2	EPHB4	2569	1	2
EPHB4_-_100424909.23-P1P2	EPHB4	4016	6	3424
EPHB6_+_142552855.23-P1P2	EPHB6	5245	3	3229
EPHB6_+_142553246.23-P1P2	EPHB6	1658	0	0
EPHB6_-_142552874.23-P1P2	EPHB6	2250	2637	1622
EPHB6_-_142553113.23-P1P2	EPHB6	2450	0	1933
EPHB6_-_142553312.23-P1P2	EPHB6	2328	1	0
EPHX2_+_27348679.23-P1P2	EPHX2	10842	7	1629
EPHX2_+_27348720.23-P1P2	EPHX2	5025	2	1661
EPHX2_+_27348723.23-P1P2	EPHX2	1296	3925	1645
EPHX2_+_27349105.23-P1P2	EPHX2	685	0	1
EPM2A_-_146056117.23-P1P2	EPM2A	3372	3	3
EPM2A_-_146056127.23-P1P2	EPM2A	2766	3	0
EPM2A_-_146056174.23-P1P2	EPM2A	3361	3547	1926
EPM2A_-_146056194.23-P1P2	EPM2A	3285	4688	3988
EPN1_+_56186684.23-P1P2	EPN1	1174	0	3463
EPN1_+_56186947.23-P1P2	EPN1	1493	10852	11383
EPN1_+_56187100.23-P1P2	EPN1	4746	4316	4768
EPN1_-_56186615.23-P1P2	EPN1	1343	0	0
EPN1_-_56186656.23-P1P2	EPN1	1440	1	0
EPOR_+_11491868.23-P1	EPOR	1850	8318	4
EPOR_+_11491872.23-P1	EPOR	842	3942	0
EPOR_+_11494968.23-P2	EPOR	3224	4323	2493
EPOR_+_11494971.23-P2	EPOR	1245	0	1
EPOR_-_11491517.23-P1	EPOR	1087	2	1686
EPOR_-_11491902.23-P1	EPOR	1458	1	0
EPOR_-_11494977.23-P2	EPOR	400	9600	4922
EPRS_+_220219441.23-P1P2	EPRS	90	0	0
EPS8L1_-_55587247.23-P1	EPS8L1	2257	0	3372
EPS8L1_-_55587300.23-P1	EPS8L1	1278	1485	3000
EPS8L1_-_55591798.23-P2	EPS8L1	165	0	0
EPS8L1_-_55591802.23-P2	EPS8L1	1571	1	2
EPS8L1_-_55592240.23-P2	EPS8L1	1198	2421	1
EPX_+_56270148.23-P1P2	EPX	2119	2557	1108
ERBB2_+_37856367.23-P1P2	ERBB2	2422	10452	1138
ERBB2_+_37856373.23-P1P2	ERBB2	3224	5303	1786
ERBB2_-_37856706.23-P1P2	ERBB2	1124	2	0
ERBB2_-_37856751.23-P1P2	ERBB2	869	0	2712
ERBB3_+_56474277.23-P1P2	ERBB3	2551	2448	3329
ERBB3_-_56474350.23-P1P2	ERBB3	3689	2	1923
ERBB4_+_213403805.23-P1P2	ERBB4	3851	1	1770
ERBB4_+_213403841.23-P1P2	ERBB4	5344	4	2
ERBB4_+_213403862.23-P1P2	ERBB4	1487	1	2
ERBB4_-_213403823.23-P1P2	ERBB4	1119	0	1512
ERN1_-_62207431.23-P1P2	ERN1	3435	5004	1393
ERN1_-_62207440.23-P1P2	ERN1	1700	5	0
ERN1_-_62207482.23-P1P2	ERN1	1135	3	0
ERN1_-_62207499.23-P1P2	ERN1	4068	7250	5621
ERN2_+_23724488.23-P1P2	ERN2	2690	1	1
ERN2_+_23724548.23-P1P2	ERN2	716	0	0
ERN2_-_23724305.23-P1P2	ERN2	1060	2418	1581
ERO1LB_-_236445015.23-P1P2	ERO1LB	649	2364	1492
ERO1LB_-_236445193.23-P1P2	ERO1LB	2321	1614	1
ERO1LB_-_236445200.23-P1P2	ERO1LB	776	2	1420
ERO1LB_-_236445220.23-P1P2	ERO1LB	2894	3127	1
ESD_+_47371228.23-P1P2	ESD	794	1	0
ESD_+_47371238.23-P1P2	ESD	2914	1702	1085
ESD_-_47371244.23-P1P2	ESD	1636	4	1
ESD_-_47371269.23-P1P2	ESD	3003	0	1
ESRRG_+_217112620.23-ENST00000361395.2,ENST00000366938.2,ENST00000487276.1	ESRRG	790	387	0
ESRRG_+_217250274.23-ENST00000493748.1	ESRRG	1650	0	1
ESRRG_+_217262979.23-ENST00000359162.2,ENST00000361525.3	ESRRG	2664	2	950
ESRRG_+_217263157.23-ENST00000359162.2,ENST00000361525.3	ESRRG	1322	0	0
ESRRG_+_217311037.23-ENST00000366940.2,ENST00000493603.1	ESRRG	557	0	1
ESRRG_+_217311105.23-ENST00000366940.2,ENST00000493603.1	ESRRG	592	4665	1
ESRRG_-_216978269.23-ENST00000360012.3	ESRRG	1061	5831	0
ESRRG_-_217112951.23-ENST00000361395.2,ENST00000366938.2,ENST00000487276.1	ESRRG	1925	2	0
ESRRG_-_217250321.23-ENST00000493748.1	ESRRG	1026	1	0
ESRRG_-_217250324.23-ENST00000493748.1	ESRRG	665	0	0
ESRRG_-_217263115.23-ENST00000359162.2,ENST00000361525.3	ESRRG	1389	4020	2442
ESRRG_-_217311078.23-ENST00000366940.2,ENST00000493603.1	ESRRG	1979	3538	2634
ETFDH_+_159593530.23-P1P2	ETFDH	1418	1480	2287
ETFDH_-_159593465.23-P1P2	ETFDH	3071	4	3569
ETFDH_-_159593860.23-P1P2	ETFDH	1479	1	1
ETFDH_-_159593941.23-P1P2	ETFDH	926	2591	90
ETNK1_+_22778206.23-P1P2	ETNK1	1506	31	1
ETNK1_+_22778284.23-P1P2	ETNK1	1344	3490	6432
ETNK1_+_22778526.23-P1P2	ETNK1	5434	5	1
ETNK1_-_22778158.23-P1P2	ETNK1	849	5568	3
ETNK2_+_204121100.23-P1P2	ETNK2	1282	4531	1895
ETNK2_-_204120701.23-P1P2	ETNK2	3004	3	2
EXTL2_+_101360354.23-P1P2	EXTL2	2945	6977	331
EXTL2_+_101360390.23-P1P2	EXTL2	1121	5	3488
EXTL2_+_101360403.23-P1P2	EXTL2	2405	2	0
EXTL2_-_101360384.23-P1P2	EXTL2	5196	1	1
F10_+_113777162.23-P1P2	F10	875	0	0
F10_-_113777653.23-P1P2	F10	763	0	0
F11_-_187187374.23-P1P2	F11	3244	3305	1
F13A1_+_6320869.23-P1P2	F13A1	1990	2	1202
F13A1_-_6320799.23-P1P2	F13A1	2274	6	1710
F13A1_-_6320813.23-P1P2	F13A1	1173	0	1
F13A1_-_6320855.23-P1P2	F13A1	5698	2904	6
F2R_+_76011955.23-P1P2	F2R	1185	3411	2979
F2R_+_76011973.23-P1P2	F2R	1370	3	708
F2R_+_76011989.23-P1P2	F2R	1695	2	1631
F2_+_46741184.23-P1P2	F2	56	5604	1255
F2_+_46741243.23-P1P2	F2	1282	4445	1
F3_+_94997411.23-P2	F3	1490	2	0
F3_+_94997899.23-P2	F3	1234	7216	2065
F3_+_95007061.23-P1	F3	3084	4130	3
F3_+_95007264.23-P1	F3	4027	14321	7
F3_-_94997459.23-P2	F3	1941	5369	2
F3_-_95006865.23-P1	F3	769	3	3177
F3_-_95007077.23-P1	F3	2130	3	2107
F3_-_95007293.23-P1	F3	1516	2	3497
F5_+_169555628.23-P1P2	F5	2716	8	3451
F5_+_169555656.23-P1P2	F5	81	1351	4126
F5_+_169555691.23-P1P2	F5	2824	3776	4
F5_-_169555669.23-P1P2	F5	2184	0	1
F7_-_113760127.23-P1P2	F7	2230	4379	2176
F7_-_113760553.23-P1P2	F7	1124	4812	1296
F7_-_113760584.23-P1P2	F7	1256	0	0
F9_+_138612961.23-P1P2	F9	1935	0	2
F9_+_138612976.23-P1P2	F9	2930	1	1
FAAH_-_46859998.23-P1P2	FAAH	966	3	2
FAAH_-_46860023.23-P1P2	FAAH	1472	1	1002
FAAH_-_46860266.23-P1P2	FAAH	2537	2	2
FAAH_-_46860426.23-P1P2	FAAH	5336	1	0
FABP6_+_159640693.23-P1P2	FABP6	1993	5	1850
FABP6_-_159640788.23-P1P2	FABP6	4108	6	1936
FABP6_-_159640843.23-P1P2	FABP6	1263	2523	2071
FADS1_+_61583853.23-P1P2	FADS1	883	4127	675
FADS1_-_61583890.23-P1P2	FADS1	1414	1	0
FADS1_-_61584296.23-P1P2	FADS1	1311	3812	1399
FADS2_+_61583853.23-P2	FADS2	883	4127	675
FADS2_+_61584196.23-P2	FADS2	1155	2559	1655
FADS2_+_61584226.23-P2	FADS2	3310	5	2891
FADS2_-_61595853.23-P1	FADS2	2124	2126	2894
FADS2_-_61595969.23-P1	FADS2	2079	9550	2
FADS2_-_61596156.23-P1	FADS2	1318	2862	879
FADS2_-_61596187.23-P1	FADS2	1664	0	370
FAH_+_80445358.23-P1P2	FAH	1596	2	114
FAH_+_80445380.23-P1P2	FAH	1006	11418	1858
FAH_+_80445805.23-P1P2	FAH	2246	1095	1013
FAH_-_80445797.23-P1P2	FAH	4693	2019	1840
FAH_-_80445858.23-P1P2	FAH	2206	2948	1
FARS2_+_5261243.23-P1P2	FARS2	3349	154	2
FARS2_-_5261304.23-P1P2	FARS2	972	0	0
FARSA_+_13044144.23-P1P2	FARSA	1508	3	2925
FARSA_-_13044550.23-P1P2	FARSA	1351	0	3
FASTK_-_150777466.23-P1P2	FASTK	687	1	0
FASTK_-_150777855.23-P1P2	FASTK	3103	10958	9
FBP1_+_97401758.23-P1P2	FBP1	848	1099	1637
FBP1_+_97401761.23-P1P2	FBP1	2191	1342	3295
FBP1_-_97401323.23-P1P2	FBP1	648	1	1
FBP1_-_97401397.23-P1P2	FBP1	1520	1483	3571
FBP1_-_97401424.23-P1P2	FBP1	3258	1561	3458
FBP2_+_97356076.23-P1P2	FBP2	984	10285	1917
FBP2_-_97356067.23-P1P2	FBP2	1389	0	1772
FCER1A_+_159272164.23-P1P2	FCER1A	793	4114	1518
FCER1G_+_161185094.23-P1P2	FCER1G	885	0	1686
FCER1G_+_161185105.23-P1P2	FCER1G	924	4435	1
FCER1G_+_161185117.23-P1P2	FCER1G	1030	3	1024
FCER1G_+_161185306.23-P1P2	FCER1G	2326	1	2
FCGR1B_+_120935888.23-P1P2	FCGR1B	2151	5862	1
FCGR1B_-_120935520.23-P1P2	FCGR1B	1303	0	1744
FCGR1B_-_120935672.23-P1P2	FCGR1B	1636	3	5667
FCGR3A_+_161519345.23-P1P2	FCGR3A	829	6025	7
FCGR3A_-_161519304.23-P1P2	FCGR3A	1609	759	3
FCGR3B_-_161600528.23-P1P2	FCGR3B	1669	2	2179
FCGR3B_-_161600958.23-P1P2	FCGR3B	1139	3	3035
FCRL2_+_157746672.23-P1P2	FCRL2	1432	1	2
FCRL2_+_157746696.23-P1P2	FCRL2	4876	8707	1377
FCRL2_-_157746496.23-P1P2	FCRL2	2922	1	1617
FDX1_+_110301114.23-P1P2	FDX1	606	2474	2970
FDX1_-_110300684.23-P1P2	FDX1	697	2742	1
FDXR_+_72868669.23-P1P2	FDXR	1467	0	0
FDXR_+_72868925.23-P1P2	FDXR	3008	0	1428
FECH_+_55253870.23-P1P2	FECH	3583	2	1502
FECH_+_55253900.23-P1P2	FECH	826	3064	980
FER_+_108084006.23-P2	FER	3616	2	2149
FER_+_108084110.23-P2	FER	1346	0	0
FER_+_108084710.23-P1	FER	2416	3	4769
FES_+_91427657.23-P1P2	FES	2167	2860	2580
FES_+_91427765.23-P1P2	FES	2823	6	5266
FES_+_91428120.23-P1P2	FES	3563	2768	3109
FES_+_91428156.23-P1P2	FES	1605	0	4
FES_-_91427739.23-P1P2	FES	2486	4	1
FFAR1_+_35842483.23-ENST00000246553.2	FFAR1	2451	2169	1435
FFAR1_+_35842497.23-ENST00000246553.2	FFAR1	2309	2043	3627
FFAR1_+_35842864.23-ENST00000246553.2	FFAR1	1599	7402	5
FFAR1_-_35842482.23-ENST00000246553.2	FFAR1	1055	0	2
FGA_+_155511862.23-P1P2	FGA	1760	5906	1860
FGA_+_155511898.23-P1P2	FGA	2812	0	2
FGB_-_155484182.23-P1P2	FGB	2320	4	1009
FGB_-_155484281.23-P1P2	FGB	1458	3331	3102
FGB_-_155484284.23-P1P2	FGB	1513	0	1
FGF4_+_69589653.23-P1P2	FGF4	5357	5	2755
FGF4_+_69589742.23-P1P2	FGF4	3832	3381	653
FGF4_+_69590093.23-P1P2	FGF4	1041	1	1838
FGFR1_+_38326106.23-P1P2	FGFR1	1484	3582	2316
FGFR1_-_38325683.23-P1P2	FGFR1	3584	1119	3121
FGFR1_-_38326082.23-P1P2	FGFR1	1092	1977	1404
FGFR2_+_123357591.23-P1P2	FGFR2	3041	6813	2248
FGFR2_+_123357876.23-P1P2	FGFR2	1343	5095	992
FGFR2_-_123357455.23-P1P2	FGFR2	2155	7	8189
FGFR2_-_123357673.23-P1P2	FGFR2	874	1	0
FGFR2_-_123357892.23-P1P2	FGFR2	3236	0	808
FGFR3_+_1795055.23-P1P2	FGFR3	2825	0	0
FGFR3_+_1795504.23-P1P2	FGFR3	5098	5	1294
FGFR3_+_1795549.23-P1P2	FGFR3	626	0	1669
FGFR3_-_1795030.23-P1P2	FGFR3	4648	5	2878
FGFR4_+_176514298.23-P1P2	FGFR4	2114	6	3207
FGFR4_+_176514335.23-P1P2	FGFR4	1584	1	1142
FGFR4_-_176513946.23-P1P2	FGFR4	4817	4251	1584
FGFR4_-_176514342.23-P1P2	FGFR4	381	3181	3
FGGY_+_59762509.23-P1P2	FGGY	1198	5323	5
FGGY_+_59762753.23-P1P2	FGGY	1092	3118	2
FGG_+_155533773.23-P1P2	FGG	2195	0	0
FGG_-_155533817.23-P1P2	FGG	453	0	1664
FGR_+_27961158.23-P1P2	FGR	2695	0	1544
FGR_+_27961203.23-P1P2	FGR	1440	0	1
FGR_+_27961218.23-P1P2	FGR	1385	3	0
FGR_+_27961627.23-P1P2	FGR	3302	2964	4986
FLT1_+_29068777.23-P1P2	FLT1	1465	0	4
FLT1_+_29068815.23-P1P2	FLT1	5108	8	5
FLT1_+_29068870.23-P1P2	FLT1	2210	5889	318
FLT1_-_29068808.23-P1P2	FLT1	5127	102	3640
FLT3LG_+_49977519.23-P1P2	FLT3LG	985	13715	4219
FLT3LG_-_49977874.23-P1P2	FLT3LG	1688	1556	1401
FLT3LG_-_49977882.23-P1P2	FLT3LG	1607	1432	2
FLT3LG_-_49977908.23-P1P2	FLT3LG	1149	2	1133
FLT3_+_28674290.23-P1P2	FLT3	642	2090	1664
FLT3_+_28674687.23-P1P2	FLT3	4313	2	2211
FLT3_+_28674697.23-P1P2	FLT3	1966	0	0
FLT3_-_28674256.23-P1P2	FLT3	5259	2401	1700
FLT3_-_28674369.23-P1P2	FLT3	1134	4	3279
FLT4_-_180076146.23-P1P2	FLT4	1460	3	2746
FLT4_-_180076214.23-P1P2	FLT4	806	0	1
FLT4_-_180076531.23-P1P2	FLT4	5459	1	3170
FN3KRP_-_80674606.23-P1P2	FN3KRP	1341	1	3
FN3KRP_-_80674676.23-P1P2	FN3KRP	3063	2	1928
FN3KRP_-_80675002.23-P1P2	FN3KRP	367	2112	3
FN3KRP_-_80675016.23-P1P2	FN3KRP	1518	4	2083
FN3K_+_80693768.23-P1P2	FN3K	1128	4032	1760
FN3K_-_80693475.23-P1P2	FN3K	4060	4056	3106
FN3K_-_80693883.23-P1P2	FN3K	806	1	0
FN3K_-_80693887.23-P1P2	FN3K	977	2514	3343
FNTA_+_42911840.23-P1P2	FNTA	630	0	1
FNTA_-_42911527.23-P1P2	FNTA	1080	1776	2449
FNTB_+_65381194.23-P1P2	FNTB	6328	10878	1656
FNTB_+_65381421.23-P1P2	FNTB	2735	3426	3071
FNTB_+_65381596.23-P1P2	FNTB	783	2279	3
FNTB_-_65381231.23-P1P2	FNTB	6832	5	1
FNTB_-_65381264.23-P1P2	FNTB	1601	4505	1507
FOLH1_+_49229684.23-P1P2	FOLH1	3788	3689	0
FOLH1_+_49230103.23-P1P2	FOLH1	488	1	1863
FOLR2_+_71927884.23-P1P2	FOLR2	1475	3	0
FOLR3_+_71826241.23-P1	FOLR3	863	4860	3
FOLR3_+_71826247.23-P1	FOLR3	4391	3	3754
FOLR3_-_71825982.23-P1	FOLR3	1153	1	2000
FOLR3_-_71846795.23-P2	FOLR3	1466	6	5329
FOLR3_-_71846798.23-P2	FOLR3	3500	6	3085
FPGS_+_130565231.23-P1P2	FPGS	1533	1946	0
FPGS_-_130565579.23-P1P2	FPGS	980	6276	2759
FPGS_-_130565615.23-P1P2	FPGS	1557	1	1
FPR1_-_52255098.23-P1P2	FPR1	1869	4134	1
FPR1_-_52255125.23-P1P2	FPR1	3032	1	1
FPR1_-_52255138.23-P1P2	FPR1	1260	0	0
FRK_+_116381516.23-P1P2	FRK	6157	6	1600
FRK_+_116381900.23-P1P2	FRK	868	0	2078
FRK_+_116381959.23-P1P2	FRK	2248	6	5156
FRK_+_116381964.23-P1P2	FRK	5292	5089	2015
FRK_-_116381891.23-P1P2	FRK	1605	0	4
FSHR_+_49381159.23-P1P2	FSHR	937	2972	0
FSHR_-_49381435.23-P1P2	FSHR	2533	3364	3545
FST_+_52776503.23-P1P2	FST	1252	0	0
FST_+_52776524.23-P1P2	FST	2237	6	5050
FST_-_52776650.23-P1P2	FST	1047	755	1
FST_-_52776718.23-P1P2	FST	1579	1	1686
FTCD_+_47562172.23-P2	FTCD	1054	2273	1970
FTCD_+_47562608.23-P2	FTCD	2014	2	2296
FTCD_+_47562611.23-P2	FTCD	2196	3	2
FTCD_+_47575445.23-P1	FTCD	57	2973	0
FTCD_+_47575452.23-P1	FTCD	1384	1	2
FTH1_+_61734611.23-P1P2	FTH1	7651	2161	5
FTH1_+_61734626.23-P1P2	FTH1	1062	4	1
FTH1_+_61734636.23-P1P2	FTH1	3667	4	2283
FTH1_-_61734588.23-P1P2	FTH1	2495	1	1
FTH1_-_61734683.23-P1P2	FTH1	928	0	0
FTL_+_49468653.23-P1P2	FTL	963	0	0
FTL_+_49469010.23-P1P2	FTL	4837	3	1
FTL_+_49469019.23-P1P2	FTL	1618	2	2442
FUK_+_70488509.23-P1P2	FUK	2093	1	1497
FUK_+_70488543.23-P1P2	FUK	697	2	1268
FUK_-_70488529.23-P1P2	FUK	361	4374	1999
FXYD2_+_117698373.23-P2	FXYD2	1201	4189	508
FXYD2_+_117698783.23-P2	FXYD2	392	4615	3
FXYD2_-_117695004.23-P1	FXYD2	1454	9604	2935
FXYD2_-_117695409.23-P1	FXYD2	526	2	828
FYN_+_112194476.23-P1P2	FYN	1450	4	1735
FYN_-_112194552.23-P1P2	FYN	3795	7190	5073
G6PC2_+_169757849.23-P1P2	G6PC2	3224	4791	5341
G6PC2_+_169757897.23-P1P2	G6PC2	2163	1	1
G6PC2_-_169757948.23-P1P2	G6PC2	1193	2485	3
G6PC2_-_169758033.23-P1P2	G6PC2	1300	3	492
G6PC3_+_42148290.23-P1P2	G6PC3	703	2540	1560
G6PC3_+_42148328.23-P1P2	G6PC3	1091	2	3354
G6PC_-_41052899.23-P1P2	G6PC	1853	1	0
GAA_+_78075599.23-P1P2	GAA	1468	2349	3400
GAA_+_78075802.23-P1P2	GAA	1568	2	1364
GAA_-_78075387.23-P1P2	GAA	816	0	1740
GABBR1_+_29595758.23-P1	GABBR1	5474	5	3
GABBR1_+_29595761.23-P1	GABBR1	3666	5	4393
GABBR1_+_29595764.23-P1	GABBR1	4108	2755	2
GABBR1_+_29600584.23-P2	GABBR1	2212	3	3420
GABBR1_+_29600967.23-P2	GABBR1	1372	1	1
GABBR2_+_101470817.23-P1P2	GABBR2	2649	2	4
GABBR2_+_101470820.23-P1P2	GABBR2	1050	3	2148
GABBR2_-_101470780.23-P1P2	GABBR2	2509	0	3
GABRA1_+_161275363.23-P1P2	GABRA1	1280	8048	3
GABRA1_+_161275377.23-P1P2	GABRA1	1243	1	0
GABRA1_-_161275214.23-P1P2	GABRA1	1334	2	1663
GABRA2_-_46391974.23-P1P2	GABRA2	1994	1	1
GABRA3_+_151619682.23-P1P2	GABRA3	1216	0	0
GABRA3_+_151619738.23-P1P2	GABRA3	1791	1	1081
GABRA3_-_151619548.23-P1P2	GABRA3	1476	1	0
GABRA4_+_46995154.23-P1P2	GABRA4	2650	4	1849
GABRA4_+_46995178.23-P1P2	GABRA4	1706	1	1587
GABRA4_-_46995518.23-P1P2	GABRA4	1000	2	1231
GABRA5_-_27112253.23-P1P2	GABRA5	866	3127	1
GABRA5_-_27112425.23-P1P2	GABRA5	690	1985	850
GABRB1_+_47033598.23-P1P2	GABRB1	3103	1	2
GABRB1_+_47033606.23-P1P2	GABRB1	1207	1	0
GABRB1_+_47034051.23-P1P2	GABRB1	348	4158	0
GABRB1_-_47033589.23-P1P2	GABRB1	2476	2	1208
GABRB2_+_160973696.23-P1P2	GABRB2	1119	0	0
GABRB2_-_160973590.23-P1P2	GABRB2	1509	4	1737
GABRB3_+_27017780.23-P1P2	GABRB3	1106	3097	3
GABRB3_+_27018023.23-P1P2	GABRB3	2785	0	1
GABRB3_+_27018148.23-P1P2	GABRB3	3029	615	2895
GABRB3_+_27018151.23-P1P2	GABRB3	1736	0	4312
GABRB3_+_27018161.23-P1P2	GABRB3	1339	1705	1392
GABRD_+_1951115.23-P1P2	GABRD	2884	2	1445
GABRD_-_1951194.23-P1P2	GABRD	1929	8575	1
GABRD_-_1951258.23-P1P2	GABRD	2501	0	1082
GABRE_+_151142699.23-P1P2	GABRE	1329	1529	1
GABRE_+_151142720.23-P1P2	GABRE	148	4	5506
GABRG1_+_46125869.23-P1P2	GABRG1	1456	0	0
GABRG2_-_161495269.23-P1P2	GABRG2	1698	1	1
GABRG2_-_161495543.23-P1P2	GABRG2	3188	1	1706
GABRG3_+_27216363.23-P1P2	GABRG3	5235	7	1437
GABRG3_+_27216537.23-P1P2	GABRG3	3739	4	1845
GABRG3_+_27216711.23-P1P2	GABRG3	1172	6	1178
GABRG3_-_27216788.23-P1P2	GABRG3	1088	1	1947
GABRP_-_170210765.23-P1P2	GABRP	2105	2	1881
GABRP_-_170210772.23-P1P2	GABRP	1373	1	2
GABRQ_+_151806345.23-P1P2	GABRQ	1059	4	3573
GABRQ_+_151806596.23-P1P2	GABRQ	2830	3	3433
