sgRNA	Gene	Diff	Lower	Upper
LRAT_-_155665206.23-P1P2	LRAT	3983	5	1619
LRP1_+_57522332.23-P1P2	LRP1	2029	2	2105
LRP1_-_57522286.23-P1P2	LRP1	761	1	0
LRP1_-_57522313.23-P1P2	LRP1	1409	1	0
LRP1_-_57522328.23-P1P2	LRP1	2654	340	1
LRRK1_+_101459591.23-P1P2	LRRK1	2529	2	1640
LRRK1_+_101459594.23-P1P2	LRRK1	3525	4	1394
LRRK1_-_101459969.23-P1P2	LRRK1	3526	5	4343
LRRK1_-_101459997.23-P1P2	LRRK1	2073	4090	3
LRRK2_+_40618843.23-P1P2	LRRK2	3534	4	2
LRRK2_+_40618871.23-P1P2	LRRK2	4331	4	1
LRRK2_+_40619340.23-P1P2	LRRK2	1113	1	1
LSS_+_47648301.23-P1P2	LSS	1559	5013	6
LTA4H_-_96428948.23-P1P2	LTA4H	1110	2	3
LTA4H_-_96428968.23-P1P2	LTA4H	2417	1	1
LTA4H_-_96429091.23-P1P2	LTA4H	1525	2207	0
LTA_-_31540065.23-P1P2	LTA	1337	5399	1608
LTC4S_+_179221448.23-P1P2	LTC4S	1086	0	1093
LTC4S_-_179221023.23-P1P2	LTC4S	1745	0	3
LTC4S_-_179221076.23-P1P2	LTC4S	2457	4586	1756
LTC4S_-_179221093.23-P1P2	LTC4S	1214	3767	2
LTF_-_46506342.23-P1P2	LTF	1534	2873	2
LTK_+_41805774.23-P1P2	LTK	3701	3	5
LTK_+_41806006.23-P1P2	LTK	3098	3	1931
LTK_-_41806018.23-P1P2	LTK	1514	1	2565
LY96_+_74903948.23-P1P2	LY96	3360	3	0
LY96_+_74904029.23-P1P2	LY96	1408	1	1
LYN_+_56792447.23-P1P2	LYN	2431	4473	1889
LYN_+_56792814.23-P1P2	LYN	2570	2673	3
LYN_+_56792854.23-P1P2	LYN	1882	4886	1244
LYN_-_56792769.23-P1P2	LYN	941	3	4846
LYZ_-_69742245.23-P1P2	LYZ	1170	0	2127
LYZ_-_69742515.23-P1P2	LYZ	1652	3	1852
M6PR_+_9101865.23-P1P2	M6PR	1075	0	3
M6PR_+_9102204.23-P1P2	M6PR	3597	1	3
M6PR_-_9102165.23-P1P2	M6PR	4719	5	1597
MADD_+_47291222.23-P1P2	MADD	628	3080	4
MADD_+_47291677.23-P1P2	MADD	3664	2	2
MADD_+_47291704.23-P1P2	MADD	1947	4737	4
MAGI2_+_79082947.23-P1P2	MAGI2	1351	4	5415
MAGI2_-_79082928.23-P1P2	MAGI2	3787	4	8385
MAGI2_-_79082978.23-P1P2	MAGI2	2807	1	0
MAGI3_+_113933190.23-P1P2	MAGI3	1147	2	4004
MAGI3_+_113933544.23-P1P2	MAGI3	3899	4	14
MAGI3_+_113933548.23-P1P2	MAGI3	3863	7518	2935
MAGI3_-_113933189.23-P1P2	MAGI3	3311	6	3
MAK_+_10838700.23-P1P2	MAK	1588	0	1585
MAK_+_10838734.23-P1P2	MAK	1440	3	2945
MAK_-_10838377.23-P1P2	MAK	3804	2853	1562
MAN1A1_+_119670517.23-P1P2	MAN1A1	2171	0	1688
MAN1A1_-_119670721.23-P1P2	MAN1A1	2115	2	1775
MAN1A1_-_119670897.23-P1P2	MAN1A1	3272	3	3376
MAN1B1_+_139981719.23-P1P2	MAN1B1	7423	7	2024
MAN1B1_-_139981488.23-P1P2	MAN1B1	7686	2	951
MAN1B1_-_139981842.23-P1P2	MAN1B1	2241	5	1714
MAN1B1_-_139981868.23-P1P2	MAN1B1	3293	2868	2732
MAN1B1_-_139981992.23-P1P2	MAN1B1	2148	3	4351
MAN2A1_+_109025637.23-P1P2	MAN2A1	1369	2	2
MAN2A1_+_109025693.23-P1P2	MAN2A1	1589	5871	1664
MAN2A1_-_109025121.23-P1P2	MAN2A1	2915	5060	3
MAN2A1_-_109026039.23-P1P2	MAN2A1	3083	7	1843
MAOB_+_43741701.23-P1P2	MAOB	1341	1562	1491
MAOB_-_43741243.23-P1P2	MAOB	1693	2	1
MAP1A_+_43809808.23-P1P2	MAP1A	949	4	1773
MAP1A_+_43809833.23-P1P2	MAP1A	688	7229	8
MAP1A_-_43810238.23-P1P2	MAP1A	2768	4892	7264
MAP2K1_-_66679278.23-P1P2	MAP2K1	7135	4	4877
MAP2K1_-_66679290.23-P1P2	MAP2K1	3470	2269	1779
MAP2K1_-_66679293.23-P1P2	MAP2K1	1409	0	2839
MAP2K2_+_4123670.23-P1P2	MAP2K2	2181	1	0
MAP2K2_+_4123678.23-P1P2	MAP2K2	1556	6456	6829
MAP2K2_+_4124064.23-P1P2	MAP2K2	2101	1406	2829
MAP2K2_-_4124092.23-P1P2	MAP2K2	1886	3	1383
MAP2K3_+_21188070.23-P1P2	MAP2K3	1154	5	3049
MAP2K3_+_21188207.23-P1P2	MAP2K3	1588	2	0
MAP2K3_-_21188034.23-P1P2	MAP2K3	3599	2841	1
MAP2K4_+_11924171.23-P1P2	MAP2K4	798	2077	4
MAP2K4_+_11924555.23-P1P2	MAP2K4	1438	1	1
MAP2K4_+_11924585.23-P1P2	MAP2K4	587	0	0
MAP2K4_+_11924631.23-P1P2	MAP2K4	1305	2	1492
MAP2K4_-_11924225.23-P1P2	MAP2K4	793	2	0
MAP2K5_+_67835091.23-P1P2	MAP2K5	1453	2	1
MAP2K5_+_67835094.23-P1P2	MAP2K5	2426	3869	2902
MAP2K5_+_67835452.23-P1P2	MAP2K5	1531	1	2
MAP2K5_+_67835554.23-P1P2	MAP2K5	800	0	0
MAP2K6_+_67410873.23-P1P2	MAP2K6	1223	7659	3
MAP2K7_+_7969168.23-P1P2	MAP2K7	3278	925	1592
MAP2K7_+_7969219.23-P1P2	MAP2K7	3538	2	0
MAP3K10_+_40697325.23-P1P2	MAP3K10	3301	4204	4977
MAP3K10_+_40697392.23-P1P2	MAP3K10	5236	683	4323
MAP3K10_-_40697755.23-P1P2	MAP3K10	5077	2	3
MAP3K11_+_65381272.23-P1	MAP3K11	1417	3	1542
MAP3K11_+_65381663.23-P1	MAP3K11	2013	2	1
MAP3K11_+_65381712.23-P1	MAP3K11	1167	1	902
MAP3K11_+_65382758.23-P2	MAP3K11	1531	2559	2
MAP3K11_-_65381254.23-P1	MAP3K11	4187	2	1
MAP3K11_-_65382786.23-P2	MAP3K11	1389	1	1
MAP3K11_-_65382826.23-P2	MAP3K11	1264	0	0
MAP3K12_-_53893214.23-P1P2	MAP3K12	1556	1	1
MAP3K12_-_53893240.23-P1P2	MAP3K12	2805	11554	7
MAP3K12_-_53893243.23-P1P2	MAP3K12	1249	0	1
MAP3K13_+_185000798.23-P1	MAP3K13	1525	2	0
MAP3K13_+_185080978.23-P2	MAP3K13	4249	3	4001
MAP3K13_+_185081308.23-P2	MAP3K13	828	0	0
MAP3K13_-_185000815.23-P1	MAP3K13	1562	2	2063
MAP3K13_-_185000826.23-P1	MAP3K13	4946	6	6771
MAP3K13_-_185080952.23-P2	MAP3K13	1198	5129	1
MAP3K13_-_185081028.23-P2	MAP3K13	3571	5	4418
MAP3K14_+_43394273.23-P1P2	MAP3K14	545	0	0
MAP3K14_+_43394373.23-P1P2	MAP3K14	1137	6132	4
MAP3K14_+_43394416.23-P1P2	MAP3K14	2389	5	1
MAP3K14_-_43393956.23-P1P2	MAP3K14	2352	5	6339
MAP3K14_-_43393975.23-P1P2	MAP3K14	3234	7224	2
MAP3K15_+_19533217.23-P1P2	MAP3K15	1441	3	0
MAP3K15_-_19533551.23-P1P2	MAP3K15	3299	1328	2
MAP3K19_-_135804563.23-P1P2	MAP3K19	3377	2485	2173
MAP3K1_+_56111425.23-P1P2	MAP3K1	833	4	4499
MAP3K1_+_56111803.23-P1P2	MAP3K1	1394	3	1783
MAP3K1_-_56111403.23-P1P2	MAP3K1	716	1	0
MAP3K1_-_56111787.23-P1P2	MAP3K1	2578	2	1460
MAP3K1_-_56111820.23-P1P2	MAP3K1	3115	2841	3428
MAP3K2_+_128145501.23-P1P2	MAP3K2	1335	1	1773
MAP3K2_+_128145529.23-P1P2	MAP3K2	2478	2761	0
MAP3K2_-_128145498.23-P1P2	MAP3K2	2276	16041	3548
MAP3K2_-_128145517.23-P1P2	MAP3K2	2463	0	1
MAP3K3_-_61699751.23-P1P2	MAP3K3	1181	1699	1565
MAP3K3_-_61699772.23-P1P2	MAP3K3	4341	3	2
MAP3K3_-_61699810.23-P1P2	MAP3K3	2316	2087	3
MAP3K3_-_61699829.23-P1P2	MAP3K3	1201	1	1
MAP3K3_-_61699843.23-P1P2	MAP3K3	456	1	1727
MAP3K4_+_161412813.23-P1P2	MAP3K4	1278	1	1
MAP3K4_+_161412953.23-P1P2	MAP3K4	1363	1	2
MAP3K4_-_161412851.23-P1P2	MAP3K4	3751	6763	1444
MAP3K5_+_137113501.23-P1P2	MAP3K5	2102	4063	3
MAP3K5_-_137113110.23-P1P2	MAP3K5	6128	7	3
MAP3K5_-_137113480.23-P1P2	MAP3K5	2349	5708	1601
MAP3K5_-_137113498.23-P1P2	MAP3K5	1332	1	0
MAP3K6_+_27693436.23-P1P2	MAP3K6	2526	3541	4247
MAP3K6_-_27693370.23-P1P2	MAP3K6	1552	3	3
MAP3K7_+_91296756.23-P1P2	MAP3K7	761	1889	2396
MAP3K7_-_91296731.23-P1P2	MAP3K7	1628	11837	6489
MAP3K7_-_91296743.23-P1P2	MAP3K7	3168	1	902
MAP3K8_+_30723123.23-P1P2	MAP3K8	3045	6	8863
MAP3K8_+_30723548.23-P1P2	MAP3K8	2193	2	3349
MAP3K8_-_30723515.23-P1P2	MAP3K8	1393	0	1
MAP3K9_+_71276168.23-P1P2	MAP3K9	1887	7246	6326
MAP3K9_+_71276221.23-P1P2	MAP3K9	843	5023	1099
MAP3K9_-_71275881.23-P1P2	MAP3K9	2268	1	2
MAP3K9_-_71275994.23-P1P2	MAP3K9	1354	4517	1016
MAP4K1_+_39108603.23-P1P2	MAP4K1	1705	2	1
MAP4K1_-_39108543.23-P1P2	MAP4K1	3100	4717	2051
MAP4K2_+_64570318.23-P1P2	MAP4K2	1672	1	1
MAP4K2_-_64570024.23-P1P2	MAP4K2	729	1	0
MAP4K2_-_64570252.23-P1P2	MAP4K2	948	0	3467
MAP4K2_-_64570267.23-P1P2	MAP4K2	2535	12745	7
MAP4K3_+_39664019.23-P1P2	MAP4K3	1492	0	0
MAP4K3_+_39664025.23-P1P2	MAP4K3	741	4185	3406
MAP4K3_-_39664372.23-P1P2	MAP4K3	2986	2	1
MAP4K3_-_39664377.23-P1P2	MAP4K3	875	1	1
MAP4K4_+_102314209.23-P1P2	MAP4K4	6284	6	3076
MAP4K5_+_50999160.23-P1P2	MAP4K5	1406	5969	1
MAP4K5_+_50999233.23-P1P2	MAP4K5	2834	5180	1542
MAP4K5_-_50998897.23-P1P2	MAP4K5	3289	1	2110
MAPK10_+_87280698.23-P1P2	MAPK10	2982	1	0
MAPK10_+_87280805.23-P1P2	MAPK10	1510	0	2
MAPK10_+_87280809.23-P1P2	MAPK10	2161	1	1944
MAPK10_+_87281193.23-P1P2	MAPK10	579	0	1
MAPK11_+_50708400.23-P1P2	MAPK11	2781	1	0
MAPK11_-_50708384.23-P1P2	MAPK11	2368	0	1179
MAPK11_-_50708414.23-P1P2	MAPK11	5129	2818	2
MAPK11_-_50708798.23-P1P2	MAPK11	1654	1	4199
MAPK12_+_50699710.23-P1P2	MAPK12	5566	2	2665
MAPK12_-_50699638.23-P1P2	MAPK12	2135	1638	2951
MAPK12_-_50699664.23-P1P2	MAPK12	1764	3	3489
MAPK12_-_50700104.23-P1P2	MAPK12	1384	4734	3335
MAPK13_+_36095562.23-P2	MAPK13	337	1	1726
MAPK13_+_36098337.23-P1	MAPK13	5247	5318	5851
MAPK13_+_36098340.23-P1	MAPK13	4266	5	3
MAPK13_+_36098354.23-P1	MAPK13	1562	1	0
MAPK13_-_36095589.23-P2	MAPK13	1670	2	2
MAPK13_-_36095915.23-P2	MAPK13	1875	3	3622
MAPK14_+_35995582.23-P1P2	MAPK14	1426	2	0
MAPK14_+_35995634.23-P1P2	MAPK14	370	5353	2209
MAPK14_+_35995994.23-P1P2	MAPK14	1178	0	1
MAPK14_-_35995588.23-P1P2	MAPK14	3161	5	5780
MAPK15_+_144798554.23-P1P2	MAPK15	1436	0	1
MAPK15_-_144798562.23-P1P2	MAPK15	1344	0	1659
MAPK15_-_144798966.23-P1P2	MAPK15	1189	2	1621
MAPK1_+_22221893.23-P1P2	MAPK1	5926	8835	1543
MAPK1_+_22221900.23-P1P2	MAPK1	1374	5	2
MAPK1_-_22221517.23-P1P2	MAPK1	1613	3	2404
MAPK1_-_22221879.23-P1P2	MAPK1	4558	1	597
MAPK3_+_30134158.23-P1P2	MAPK3	3578	2	1
MAPK3_+_30134473.23-P1P2	MAPK3	1609	2	3264
MAPK3_-_30134173.23-P1P2	MAPK3	3818	4	1580
MAPK4_+_48086657.23-P1P2	MAPK4	2773	520	1599
MAPK4_+_48086820.23-P1P2	MAPK4	2041	2	768
MAPK4_+_48086890.23-P1P2	MAPK4	4046	5515	5036
MAPK4_-_48086502.23-P1P2	MAPK4	2106	5453	1827
MAPK6_+_52312067.23-P1P2	MAPK6	1975	1	1017
MAPK6_-_52311453.23-P1P2	MAPK6	615	4	1344
MAPK7_+_19281101.23-P1P2	MAPK7	1256	0	0
MAPK7_+_19282166.23-P1P2	MAPK7	1601	1	1
MAPK7_-_19281081.23-P1P2	MAPK7	5331	3	3973
MAPK7_-_19281094.23-P1P2	MAPK7	2358	1	0
MAPK7_-_19281159.23-P1P2	MAPK7	2327	3	1
MAPK8IP1_+_45907239.23-P2	MAPK8IP1	2329	3	2
MAPK8IP1_+_45921668.23-P1	MAPK8IP1	2326	4	0
MAPK8IP1_+_45922088.23-P1	MAPK8IP1	5821	7	3068
MAPK8IP1_-_45907276.23-P2	MAPK8IP1	1497	3443	3499
MAPK8IP1_-_45907653.23-P2	MAPK8IP1	5282	5420	1613
MAPK8IP1_-_45921715.23-P1	MAPK8IP1	1145	4	2650
MAPK8IP1_-_45922057.23-P1	MAPK8IP1	1560	5	2915
MAPK8IP1_-_45922095.23-P1	MAPK8IP1	2862	3	1876
MAPK8IP2_+_51039278.23-P1P2	MAPK8IP2	1463	1	5178
MAPK8IP2_-_51039250.23-P1P2	MAPK8IP2	1516	2	2946
MAPK8IP2_-_51039587.23-P1P2	MAPK8IP2	3174	5752	5
MAPK8IP3_-_1756208.23-P1P2	MAPK8IP3	1522	4440	4
MAPK8IP3_-_1756242.23-P1P2	MAPK8IP3	2866	12775	3614
MAPK8IP3_-_1756275.23-P1P2	MAPK8IP3	3884	2808	1
MAPK8IP3_-_1756404.23-P1P2	MAPK8IP3	1303	2699	1143
MAPK8_+_49515119.23-P1P2	MAPK8	670	3	2846
MAPK8_+_49515127.23-P1P2	MAPK8	2346	0	1542
MAPK8_-_49514766.23-P1P2	MAPK8	1040	4808	1787
MAPK8_-_49514791.23-P1P2	MAPK8	5489	7760	3379
MAPK9_+_179718994.23-P1P2	MAPK9	5549	6	962
MAPK9_+_179719045.23-P1P2	MAPK9	738	4	6880
MAPK9_-_179718613.23-P1P2	MAPK9	2353	3	1756
MAPK9_-_179719011.23-P1P2	MAPK9	3953	4	0
MAPKAP1_+_128412327.23-P2	MAPKAP1	1309	2	0
MAPKAP1_+_128412632.23-P2	MAPKAP1	1143	3410	577
MAPKAP1_+_128412686.23-P2	MAPKAP1	1717	5516	4
MAPKAP1_+_128469415.23-P1	MAPKAP1	669	2	0
MAPKAP1_+_128469461.23-P1	MAPKAP1	444	5368	0
MAPKAP1_+_128469476.23-P1	MAPKAP1	1307	0	1571
MAPKAP1_-_128469133.23-P1	MAPKAP1	1367	1	3004
MAPKAPK2_+_206858711.23-P1P2	MAPKAPK2	1373	5	2410
MAPKAPK2_-_206858257.23-P1P2	MAPKAPK2	2173	3733	1275
MAPKAPK2_-_206858409.23-P1P2	MAPKAPK2	910	4548	2778
MAPKAPK2_-_206858800.23-P1P2	MAPKAPK2	998	4	0
MAPKAPK3_+_50654634.23-P1P2	MAPKAPK3	3159	3420	3
MAPKAPK3_+_50654641.23-P1P2	MAPKAPK3	2479	4859	1876
MAPKAPK3_+_50654647.23-P1P2	MAPKAPK3	5907	1	3180
MAPKAPK5_+_112280458.23-P1P2	MAPKAPK5	3132	2	1167
MAPKAPK5_-_112280047.23-P1P2	MAPKAPK5	4224	3892	1487
MAPKAPK5_-_112280058.23-P1P2	MAPKAPK5	435	2	3997
MAPKAPK5_-_112280061.23-P1P2	MAPKAPK5	952	4936	2
MAPKBP1_+_42066684.23-P1P2	MAPKBP1	1625	10052	7
MAPKBP1_+_42066764.23-P1P2	MAPKBP1	2392	7551	1
MAPKBP1_-_42066728.23-P1P2	MAPKBP1	1638	3125	3154
MAPKBP1_-_42066929.23-P1P2	MAPKBP1	958	0	0
MARCKS_+_114178579.23-P1P2	MARCKS	1402	4960	3
MARCKS_+_114178796.23-P1P2	MARCKS	1537	2	4159
MARK1_+_220701807.23-P1P2	MARK1	1847	1	892
MARK1_+_220701920.23-P1P2	MARK1	1445	0	0
MARK1_+_220701924.23-P1P2	MARK1	1594	0	1
MARK1_+_220702229.23-P1P2	MARK1	1789	3700	4
MARK1_-_220701952.23-P1P2	MARK1	881	3	541
MARK2_+_63606628.23-P1	MARK2	4585	7420	2060
MARK2_+_63656051.23-P2	MARK2	1799	3146	1693
MARK2_+_63656113.23-P2	MARK2	2531	5199	1851
MARK2_+_63656366.23-P2	MARK2	2748	4	5
MARK2_-_63606604.23-P1	MARK2	4748	3	4523
MARK2_-_63606618.23-P1	MARK2	1265	0	1
MARK2_-_63607026.23-P1	MARK2	3341	3	2013
MARK2_-_63607048.23-P1	MARK2	3469	3	2
MARK3_+_103851946.23-P1	MARK3	2448	3	1386
MARK3_+_103871446.23-P2	MARK3	1921	3544	5718
MARK3_+_103871494.23-P2	MARK3	2077	1	1
MARK3_-_103851740.23-P1	MARK3	2794	1	2
MARK3_-_103851762.23-P1	MARK3	486	5784	4423
MARK3_-_103851778.23-P1	MARK3	4568	6	1520
MARK3_-_103851786.23-P1	MARK3	1506	1	1860
MARK4_+_45754564.23-P1P2	MARK4	5529	8125	5562
MARK4_+_45754924.23-P1P2	MARK4	1411	2	1
MARK4_+_45754957.23-P1P2	MARK4	2103	2	3
MARK4_+_45754981.23-P1P2	MARK4	2270	2	3129
MARK4_+_45755019.23-P1P2	MARK4	1540	5079	2168
MASP2_+_11107250.23-P1P2	MASP2	1743	0	1741
MASP2_+_11107258.23-P1P2	MASP2	1877	4	0
MASP2_+_11107300.23-P1P2	MASP2	1236	3524	3
MAST1_+_12944770.23-P2	MAST1	786	6	9506
MAST1_+_12944779.23-P2	MAST1	3145	2866	540
MAST1_+_12945172.23-P2	MAST1	1311	1	3760
MAST1_+_12945186.23-P2	MAST1	3956	944	700
MAST1_+_12949376.23-P1	MAST1	1825	3340	1626
MAST1_+_12949519.23-P1	MAST1	4260	3	1652
MAST1_+_12949693.23-P1	MAST1	3855	4927	3218
MAST1_+_12949712.23-P1	MAST1	2940	3	12
MAST2_+_46269318.23-P1P2	MAST2	3187	8137	4675
MAST2_-_46269291.23-P1P2	MAST2	3634	2649	1678
MAST2_-_46269333.23-P1P2	MAST2	2604	1	1
MAST2_-_46269336.23-P1P2	MAST2	3433	2252	6
MAST3_+_18208647.23-P1P2	MAST3	5922	864	3249
MAST3_-_18208625.23-P1P2	MAST3	1418	2	2670
MAST3_-_18208658.23-P1P2	MAST3	2284	4609	3
MAST3_-_18208662.23-P1P2	MAST3	5745	4	3
MAST4_+_65892577.23-ENST00000403625.2,ENST00000404260.3	MAST4	1546	1	1
MAST4_+_65892684.23-ENST00000403625.2,ENST00000404260.3	MAST4	1833	1814	2
MAST4_-_65892199.23-ENST00000403625.2,ENST00000404260.3	MAST4	1222	2	1022
MAST4_-_65892226.23-ENST00000403625.2,ENST00000404260.3	MAST4	2559	1	1971
MASTL_+_27444335.23-P1P2	MASTL	1536	3433	1008
MAT1A_-_82049347.23-P1P2	MAT1A	2925	3	1
MAT2A_+_85766280.23-P1P2	MAT2A	1506	2106	1663
MAT2A_+_85766302.23-P1P2	MAT2A	1703	5260	5
MAT2A_+_85766367.23-P1P2	MAT2A	1341	0	1
MATK_+_3785894.23-P1P2	MATK	857	1769	1394
MATK_+_3786153.23-P1P2	MATK	3841	3063	2213
MATK_+_3786205.23-P1P2	MATK	317	0	1609
MATK_-_3786253.23-P1P2	MATK	3899	3	4837
MBL2_+_54530976.23-P1P2	MBL2	1232	1	2
MBL2_-_54531299.23-P1P2	MBL2	3445	1495	2
MBL2_-_54531362.23-P1P2	MBL2	2704	1	28
MB_-_36013357.23-P1P2	MB	569	1	1729
MC2R_+_13915038.23-P1P2	MC2R	2255	1078	3298
MC2R_+_13915064.23-P1P2	MC2R	1494	4692	1737
MCCC1_+_182817256.23-P1P2	MCCC1	2206	2	2748
MCCC1_+_182817298.23-P1P2	MCCC1	4203	7	1903
MCCC1_-_182817269.23-P1P2	MCCC1	1137	0	0
MCCC2_+_70883215.23-P1P2	MCCC2	734	2704	4635
MCCC2_+_70883650.23-P1P2	MCCC2	1463	4	2435
MCCC2_-_70883196.23-P1P2	MCCC2	2867	2	1106
MCFD2_+_47142860.23-P1	MCFD2	5301	1	5
MCFD2_+_47142889.23-P1	MCFD2	406	1228	0
MCFD2_+_47142972.23-P1	MCFD2	3799	3	1
MCFD2_-_47142505.23-P1	MCFD2	797	1	1
MCFD2_-_47168422.23-P2	MCFD2	188	5619	942
MCFD2_-_47168874.23-P2	MCFD2	948	0	1
ME2_+_48405509.23-P1P2	ME2	4305	4	1
ME2_-_48405558.23-P1P2	ME2	1330	1	1795
ME3_+_86383360.23-P1P2	ME3	1044	4371	1986
ME3_-_86382994.23-P1P2	ME3	3865	1	3937
ME3_-_86383003.23-P1P2	ME3	1964	1334	0
MED1_-_37607464.23-P1P2	MED1	640	0	1
MELK_+_36572933.23-P1P2	MELK	1787	2869	2
MELK_+_36572955.23-P1P2	MELK	3154	0	2
MELK_+_36572996.23-P1P2	MELK	1816	1724	1257
MERTK_+_112656178.23-P1P2	MERTK	4364	4	0
MERTK_+_112656639.23-P1P2	MERTK	215	0	1
MERTK_-_112656217.23-P1P2	MERTK	1960	2445	3401
MERTK_-_112656461.23-P1P2	MERTK	1460	2	3417
METAP1_+_99917305.23-P1P2	METAP1	4139	8	2697
METAP1_-_99916925.23-P1P2	METAP1	1116	1	1
METAP1_-_99916941.23-P1P2	METAP1	1286	3209	0
METAP1_-_99917396.23-P1P2	METAP1	2053	1456	3
MET_-_116312516.23-P1P2	MET	3853	5579	1565
MGAM_+_141695687.23-P1P2	MGAM	1105	0	0
MGAM_+_141695743.23-P1P2	MGAM	4057	5500	3928
MGAM_-_141695722.23-P1P2	MGAM	1468	3785	4
MGAM_-_141695730.23-P1P2	MGAM	4496	4	4829
MGAT1_+_180229772.23-P1	MGAT1	1641	2689	2
MGAT1_+_180229780.23-P1	MGAT1	2356	2	3932
MGAT1_+_180230842.23-P2	MGAT1	3124	0	2
MGAT1_-_180229395.23-P1	MGAT1	3155	6	1478
MGAT1_-_180230445.23-P2	MGAT1	1296	3	3161
MGAT1_-_180230817.23-P2	MGAT1	1473	0	0
MGST1_+_16500628.23-P1P2	MGST1	4972	1	3
MGST1_+_16500631.23-P1P2	MGST1	1565	5232	7090
MGST1_+_16500637.23-P1P2	MGST1	6697	9	3865
MGST1_-_16500605.23-P1P2	MGST1	163	1266	3497
MGST1_-_16500686.23-P1P2	MGST1	1377	0	986
MGST2_+_140587025.23-P1P2	MGST2	3571	5	1608
MGST2_+_140587342.23-P1P2	MGST2	1170	0	1537
MGST2_-_140587238.23-P1P2	MGST2	1173	0	0
MGST3_+_165600134.23-P1P2	MGST3	4088	5178	5533
MGST3_+_165600896.23-P1P2	MGST3	4083	3684	1625
MGST3_-_165600861.23-P1P2	MGST3	5354	3	732
MINK1_+_4736779.23-P1P2	MINK1	1461	6110	5
MINK1_-_4736718.23-P1P2	MINK1	1605	5829	1718
MINPP1_+_89264698.23-P1P2	MINPP1	2749	0	1810
MINPP1_+_89265043.23-P1P2	MINPP1	2019	9225	31
MKNK1_+_47069708.23-P1	MKNK1	1377	4	1508
MKNK1_+_47069868.23-P1	MKNK1	1073	1	1710
MKNK1_+_47069893.23-P1	MKNK1	1277	0	3003
MKNK1_+_47069897.23-P1	MKNK1	2402	3	1473
MKNK1_+_47082286.23-P2	MKNK1	1342	5078	3
MKNK1_+_47082506.23-P2	MKNK1	606	8971	4
MKNK1_+_47082514.23-P2	MKNK1	3423	3	3512
MKNK1_-_47069690.23-P1	MKNK1	1677	1	1
MKNK2_+_2041978.23-P2	MKNK2	1208	0	0
MKNK2_+_2042002.23-P2	MKNK2	5494	2	2757
MKNK2_+_2051133.23-P1	MKNK2	1369	2	835
MKNK2_+_2051207.23-P1	MKNK2	1504	1	0
MKNK2_+_2051224.23-P1	MKNK2	2839	8865	8
MKNK2_+_2051227.23-P1	MKNK2	2412	9837	3632
MKNK2_-_2041617.23-P2	MKNK2	5322	5	3
MLKL_+_74734719.23-P1P2	MLKL	2394	1	0
MLKL_-_74734733.23-P1P2	MLKL	1737	3	2859
MMAA_+_146540893.23-P1P2	MMAA	3026	2618	2
MMAA_-_146540515.23-P1P2	MMAA	4384	1466	2
MMAA_-_146540596.23-P1P2	MMAA	3108	4	5076
MMAB_+_110010915.23-P1P2	MMAB	3011	1	3
MMAB_+_110011271.23-P1P2	MMAB	1633	1	1
MMAB_-_110011077.23-P1P2	MMAB	2284	2	1579
MMAB_-_110011243.23-P1P2	MMAB	2708	4	1286
MMACHC_-_45966007.23-P1P2	MMACHC	1501	3	1564
MME_+_154797717.23-P1P2	MME	1398	2724	2695
MME_-_154797687.23-P1P2	MME	2411	9770	9
MME_-_154797897.23-P1P2	MME	1342	1655	2
MME_-_154798029.23-P1P2	MME	1235	1	0
MME_-_154798084.23-P1P2	MME	3623	2449	2138
MMP10_+_102651203.23-P1P2	MMP10	3118	2	1080
MMP10_-_102651285.23-P1P2	MMP10	1251	2	1
MMP11_+_24115046.23-P1P2	MMP11	3831	3650	4453
MMP11_-_24115540.23-P1P2	MMP11	7116	3808	1773
MMP12_+_102745435.23-P1P2	MMP12	371	0	0
MMP12_+_102745714.23-P1P2	MMP12	1508	8438	5
MMP12_-_102745615.23-P1P2	MMP12	1530	2	1
MMP13_+_102825968.23-P1P2	MMP13	1274	0	0
MMP13_-_102826411.23-P1P2	MMP13	3495	5824	1540
MMP16_+_89339686.23-P1P2	MMP16	2995	3	1664
MMP16_-_89339699.23-P1P2	MMP16	129	3	1645
MMP16_-_89339702.23-P1P2	MMP16	2001	0	0
MMP17_+_132313414.23-P1P2	MMP17	414	5064	6
MMP17_-_132313198.23-P1P2	MMP17	1702	1	1790
MMP17_-_132313404.23-P1P2	MMP17	986	2	1
MMP19_-_56236239.23-P1P2	MMP19	1415	1	1683
MMP19_-_56236324.23-P1P2	MMP19	2682	1	2033
MMP19_-_56236640.23-P1P2	MMP19	1476	2	104
MMP1_+_102668868.23-P1P2	MMP1	1792	5658	1874
MMP1_+_102668884.23-P1P2	MMP1	1257	1	4178
MMP20_+_102495608.23-ENST00000260228.2	MMP20	1665	2	1726
MMP20_+_102496043.23-ENST00000260228.2	MMP20	1620	5898	1864
MMP20_-_102495976.23-ENST00000260228.2	MMP20	3429	3	2
MMP21_+_127464121.23-ENST00000368808.3	MMP21	1092	3241	3
MMP21_-_127464329.23-ENST00000368808.3	MMP21	1535	2908	3
MMP24_+_33814533.23-P1P2	MMP24	5949	4791	8
MMP24_+_33814610.23-P1P2	MMP24	850	0	0
MMP24_+_33814919.23-P1P2	MMP24	4921	1483	1693
